Word,Valence,Arousal,Dominance,P_2D_Polar,P_Euclidean,P_Cosine,P_2D_Euclidean,IO2_2D_Polar,IO2_Euclidean,IO2_Cosine,IO2_2D_Euclidean,Valence_Category
공적,5.5,4.4,4.91,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
대기 속도,4.95,4.33,5.24,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
활주로,4.76,3.83,5.1,anger,anticipation,joy,anticipation,anger,ennui,ennui,ennui,Neutral
기밀,5.1,3.3,4.76,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
기도,4.95,4.0,3.95,anger,disgust,surprise,anticipation,anxiety,ennui,joy,ennui,Neutral
통로,5.17,2.5,4.87,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
조금 열려져,5.0,3.26,5.28,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
일명,4.63,3.39,4.4,anger,disgust,joy,disgust,anger,ennui,joy,ennui,Neutral
설화 석고,5.5,3.95,5.35,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
경보,3.86,6.85,6.58,surprise,anger,disgust,fear,embarrassment,envy,disgust,envy,Negative
자명종,3.47,5.36,4.82,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
놀라운,3.52,6.5,4.05,surprise,fear,fear,fear,embarrassment,fear,embarrassment,envy,Negative
신천옹,5.68,3.09,4.91,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
알비노,4.9,3.09,4.05,anger,sadness,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
앨범,6.19,5.63,5.86,trust,anticipation,anticipation,anticipation,envy,joy,joy,joy,Positive
술,4.11,5.17,4.0,sadness,disgust,anticipation,disgust,sadness,disgust,disgust,disgust,Neutral
알코올 중독,2.49,5.48,3.27,sadness,fear,fear,anger,sadness,embarrassment,fear,embarrassment,Negative
대주,2.0,5.0,3.0,sadness,fear,fear,anger,disgust,anxiety,fear,anxiety,Negative
반침,5.5,3.32,5.33,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
구청장,4.44,3.05,5.04,anger,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
에일,5.95,4.1,5.17,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
알리다,5.38,5.14,6.58,joy,anticipation,anticipation,anticipation,envy,disgust,ennui,disgust,Neutral
알팔파,4.79,3.67,5.73,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
대수학,5.4,4.6,4.54,anticipation,anticipation,surprise,anticipation,ennui,ennui,joy,ennui,Neutral
연산,5.3,3.7,4.04,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
별명,5.0,4.71,5.94,anger,anticipation,anticipation,anticipation,anxiety,disgust,ennui,ennui,Neutral
구실,4.16,4.5,5.17,disgust,disgust,anticipation,disgust,disgust,disgust,sadness,disgust,Neutral
외계인,4.45,4.86,3.56,sadness,disgust,surprise,anticipation,disgust,disgust,disgust,disgust,Neutral
소외,2.79,4.27,3.71,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
소원,2.53,5.14,3.33,sadness,fear,fear,anger,sadness,anxiety,anxiety,embarrassment,Negative
불타고,5.67,3.86,5.88,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
맞추다,5.95,3.32,5.95,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
조정,6.0,3.92,6.32,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Neutral
별거 수당,3.86,3.09,4.32,disgust,sadness,trust,sadness,anger,ennui,ennui,ennui,Negative
살아 있는,6.57,5.93,6.77,trust,joy,anticipation,surprise,envy,joy,ennui,joy,Positive
진술,3.26,5.9,3.96,surprise,fear,fear,fear,sadness,fear,anxiety,fear,Negative
주장 된,3.62,5.09,4.27,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
충성,5.8,5.17,7.05,joy,anticipation,anticipation,anticipation,joy,joy,ennui,joy,Neutral
알레그로 (빠른 템포),5.0,3.89,5.36,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
알레르기,3.0,5.4,3.81,sadness,fear,fear,disgust,sadness,fear,anxiety,embarrassment,Negative
알레르기,2.9,3.9,3.5,disgust,sadness,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
덜다,6.25,3.45,5.84,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
골목,4.17,4.08,4.63,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
골목,3.46,3.7,5.2,disgust,disgust,sadness,disgust,anger,ennui,sadness,ennui,Negative
동맹,6.14,4.4,5.78,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
결연한,5.95,3.38,5.4,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
악어,4.23,5.36,4.1,surprise,disgust,anticipation,disgust,sadness,disgust,disgust,disgust,Neutral
허용하다,6.39,2.95,6.11,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
용돈,6.74,4.05,5.7,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
합금,5.2,3.32,5.9,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
매력,6.9,4.25,5.77,joy,trust,joy,trust,ennui,joy,joy,joy,Positive
매혹적인,6.74,4.35,5.86,joy,trust,joy,trust,ennui,joy,joy,joy,Positive
동맹국,6.05,4.8,6.84,joy,trust,trust,anticipation,joy,joy,ennui,joy,Positive
달력,5.55,3.24,5.88,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
전능자,6.15,4.59,5.81,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
아몬드,6.05,2.89,6.46,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Positive
알로하,7.1,3.82,6.33,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
홀로,3.85,4.0,4.5,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Negative
쌀쌀한,4.59,3.09,4.63,anger,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
알파,5.5,3.67,6.32,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
알파벳,5.95,3.15,5.79,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Neutral
알파벳,6.32,3.0,6.14,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
알파인,5.84,3.52,5.74,anticipation,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
제단,5.59,4.05,5.68,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
제단 소년,4.76,3.11,4.62,anger,disgust,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
바꾸다,4.57,4.17,5.57,disgust,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
변경,5.05,4.05,6.15,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
언쟁,3.61,5.62,4.4,surprise,disgust,disgust,disgust,sadness,disgust,anxiety,disgust,Negative
번갈아 하는,5.15,3.48,5.2,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
교대,5.37,4.27,5.53,anticipation,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
대안,5.33,3.61,6.33,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
고도계,4.5,3.61,5.0,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
고도,5.27,4.15,5.46,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
알류미늄,5.1,4.05,6.0,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
학생,4.95,3.23,6.1,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
알츠하이머,2.26,4.5,2.0,sadness,fear,fear,disgust,disgust,embarrassment,embarrassment,anxiety,Negative
아마 레토,6.0,4.04,5.19,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
아마추어,4.58,3.55,5.25,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
놀리다,7.24,5.0,5.83,joy,trust,joy,trust,joy,joy,joy,joy,Positive
놀란,7.55,5.95,6.11,joy,surprise,joy,surprise,envy,joy,joy,joy,Positive
놀람,7.29,6.3,6.43,trust,surprise,anticipation,surprise,envy,joy,joy,joy,Positive
놀라운,7.72,6.05,6.83,joy,joy,joy,surprise,envy,joy,joy,joy,Positive
대사,5.5,3.91,6.2,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
호박색,6.15,3.36,6.21,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Positive
분위기,6.35,3.85,5.57,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
주변,6.33,3.2,4.86,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Positive
모호한,5.16,4.0,5.12,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
큰 뜻,7.28,4.86,6.36,joy,trust,joy,trust,joy,joy,joy,joy,Positive
거창한,6.33,5.76,5.88,trust,anticipation,anticipation,anticipation,envy,joy,joy,joy,Positive
디저트,5.95,4.05,5.67,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
구급차,3.71,5.33,3.29,sadness,fear,fear,disgust,sadness,embarrassment,embarrassment,disgust,Negative
매복,3.17,5.58,3.96,sadness,fear,fear,disgust,sadness,fear,anxiety,embarrassment,Negative
개정하다,5.85,3.06,4.96,anticipation,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
개정,5.6,3.5,4.77,anger,anticipation,joy,trust,anxiety,ennui,joy,ennui,Neutral
보상,6.68,3.95,5.96,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
붙임성 있는,6.7,2.85,6.14,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
아미노,4.45,3.83,5.73,disgust,anticipation,sadness,disgust,anger,ennui,ennui,ennui,Neutral
탄약,4.18,5.53,5.52,surprise,anticipation,disgust,disgust,sadness,disgust,disgust,disgust,Neutral
암모니아,3.74,3.0,3.83,disgust,sadness,joy,sadness,anger,ennui,ennui,ennui,Negative
암모늄,4.06,4.37,4.84,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
탄약,4.59,5.7,5.95,surprise,anticipation,disgust,anticipation,embarrassment,disgust,disgust,disgust,Neutral
기억력 상실,3.43,5.04,3.08,sadness,fear,fear,disgust,sadness,embarrassment,embarrassment,disgust,Negative
특사,5.38,3.86,6.0,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
요염한,5.95,4.21,6.0,anticipation,anticipation,trust,trust,ennui,ennui,ennui,ennui,Neutral
양,5.42,3.53,5.39,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
정사,6.43,5.43,5.91,joy,anticipation,anticipation,anticipation,joy,joy,joy,joy,Positive
앰프,5.79,5.05,5.13,joy,anticipation,anticipation,anticipation,joy,ennui,joy,ennui,Neutral
수륙 양용 비행기,5.4,3.35,5.42,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
수륙 양용,5.75,5.7,4.85,trust,anticipation,surprise,anticipation,envy,disgust,joy,joy,Neutral
충분한,5.89,3.28,6.04,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
절단,2.1,5.43,3.0,sadness,fear,fear,anger,sadness,embarrassment,fear,embarrassment,Negative
절단,1.84,4.86,2.85,sadness,fear,fear,anger,disgust,anxiety,fear,anxiety,Negative
미쳐 날뛰는,4.0,4.41,3.74,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
부적,5.75,3.95,5.79,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
쁘게 하다,7.1,5.17,6.8,joy,trust,joy,trust,joy,joy,joy,joy,Positive
즐기는,7.05,4.27,5.93,joy,trust,joy,trust,joy,joy,joy,joy,Positive
즐거움,7.0,4.82,6.59,joy,trust,joy,trust,joy,joy,joy,joy,Positive
즐거움,7.6,5.18,6.79,joy,joy,joy,joy,joy,joy,joy,joy,Positive
아나콘다,4.43,6.0,4.08,surprise,disgust,fear,anticipation,embarrassment,disgust,embarrassment,envy,Neutral
철자 바꾸기,4.37,3.86,4.83,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
항문,4.0,4.29,4.45,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
유추,5.24,3.95,5.33,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
분석,5.25,3.74,5.95,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
분석자,5.0,3.24,4.76,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
분석,6.0,4.13,6.43,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Neutral
분석,5.65,4.1,5.96,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
분석기,4.62,3.48,5.88,anger,anticipation,trust,disgust,anger,ennui,ennui,ennui,Neutral
아나필락시스,4.0,5.57,4.17,surprise,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Neutral
무정부주의자,2.76,4.16,4.57,sadness,disgust,disgust,disgust,disgust,disgust,disgust,anxiety,Negative
무정부 상태,3.68,4.86,3.1,sadness,fear,surprise,disgust,disgust,embarrassment,embarrassment,disgust,Negative
해부,6.29,4.43,5.95,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
선조,6.37,3.73,4.81,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
조상,6.6,3.6,5.05,anticipation,trust,joy,trust,ennui,ennui,joy,ennui,Positive
가계,6.29,3.71,4.16,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
닻,5.16,3.32,5.29,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
앵커리지,5.09,3.82,5.8,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
고대의,7.24,3.48,4.86,anticipation,trust,joy,trust,ennui,ennui,joy,joy,Positive
기계적 인조 인간,5.62,3.5,5.75,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
일화,5.62,4.65,6.0,anticipation,anticipation,anticipation,anticipation,ennui,ennui,ennui,ennui,Neutral
빈혈증,3.05,4.09,3.55,disgust,sadness,disgust,disgust,disgust,anxiety,disgust,disgust,Negative
빈혈,3.45,3.45,3.14,disgust,sadness,anticipation,sadness,anger,sadness,joy,ennui,Negative
마취,4.84,3.64,2.95,anger,sadness,surprise,anticipation,anxiety,ennui,joy,ennui,Neutral
마취 전문의,4.95,3.56,3.68,anger,disgust,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
마취제,5.48,3.23,4.72,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
동맥류,2.5,5.38,2.7,sadness,fear,fear,anger,sadness,embarrassment,fear,embarrassment,Negative
천사,7.71,4.24,5.9,joy,trust,joy,trust,joy,joy,joy,joy,Positive
천사,6.68,4.27,6.32,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
화,2.5,5.93,5.14,sadness,anger,anger,anger,sadness,anger,anger,anger,Negative
협심증,2.85,4.72,4.0,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
혈관 조영술,4.19,3.61,4.28,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
각도,4.55,3.22,5.27,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
앙고라,5.63,2.95,5.0,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
화난,2.53,6.2,4.11,surprise,fear,fear,anger,sadness,fear,anxiety,anger,Negative
분노,3.5,5.76,3.62,surprise,fear,fear,fear,sadness,fear,embarrassment,fear,Negative
격통,3.14,5.41,4.27,sadness,disgust,disgust,disgust,sadness,disgust,anxiety,embarrassment,Negative
고뇌,2.78,4.79,2.88,sadness,fear,fear,disgust,disgust,anxiety,embarrassment,anxiety,Negative
동물,7.06,4.3,5.72,joy,trust,joy,trust,joy,joy,joy,joy,Positive
생기 있는,6.65,5.77,6.71,trust,joy,anticipation,surprise,envy,joy,ennui,joy,Positive
생기,6.42,5.52,5.16,joy,anticipation,surprise,anticipation,envy,joy,joy,joy,Positive
악의,3.4,5.83,5.04,surprise,disgust,disgust,fear,sadness,envy,disgust,fear,Negative
발목,5.4,3.11,5.58,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
여자 구두,4.75,3.57,5.08,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
연대기,4.8,2.6,4.95,anger,sadness,trust,sadness,anxiety,ennui,ennui,ennui,Neutral
신관,4.41,4.0,5.26,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
억누르다,3.15,6.44,4.62,surprise,anger,anger,fear,sadness,envy,anxiety,envy,Negative
전멸,2.58,5.52,3.2,sadness,fear,fear,anger,sadness,embarrassment,fear,embarrassment,Negative
기념일,6.95,4.0,6.86,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
발표하다,5.52,3.65,5.48,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
발표,5.81,4.3,5.05,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
아나운서,5.84,4.5,4.07,anticipation,anticipation,surprise,anticipation,ennui,ennui,joy,ennui,Neutral
짜증나게 하다,2.49,5.04,4.64,sadness,disgust,anger,disgust,sadness,disgust,anger,anxiety,Negative
성가심,2.95,4.1,3.45,disgust,sadness,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
짜증이 난,2.8,5.29,4.08,sadness,disgust,anger,disgust,sadness,anxiety,anxiety,embarrassment,Negative
짜증 나는,3.0,5.55,3.28,sadness,fear,fear,fear,sadness,embarrassment,embarrassment,embarrassment,Negative
연간,5.19,3.7,4.9,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
무효,3.83,4.23,4.9,disgust,disgust,anticipation,disgust,disgust,disgust,sadness,disgust,Negative
무효 선언,4.05,4.14,4.15,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
기름 부음,4.79,3.32,5.18,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
변칙,4.84,4.25,4.26,anger,anticipation,anticipation,anticipation,anger,ennui,joy,ennui,Neutral
익명,4.81,3.29,5.88,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
익명의,5.75,4.13,5.48,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
식욕 부진,2.71,4.24,3.43,sadness,sadness,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
답변,6.1,4.0,5.95,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
개미,3.9,3.27,5.3,disgust,disgust,sadness,sadness,anger,ennui,ennui,ennui,Negative
적대적,4.32,4.11,4.41,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
길항하십시오,3.15,4.95,4.0,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
영양,5.68,4.46,5.57,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
안테나,5.43,3.15,5.67,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
전의,4.89,3.36,4.64,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
축가,5.95,4.48,6.29,anticipation,anticipation,trust,anticipation,ennui,joy,ennui,ennui,Neutral
개밋둑,4.32,4.63,4.76,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
탄저병,2.32,4.72,2.71,sadness,fear,fear,disgust,disgust,anxiety,fear,anxiety,Negative
인류학,5.53,3.82,5.14,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
인류 학자,5.7,3.27,5.19,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
인류학,5.3,2.91,6.0,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
안티,4.47,4.23,5.05,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
항아리 크래프트,4.85,4.6,4.73,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
항생 물질,5.88,4.05,5.72,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
항생제,5.05,4.05,5.11,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
적 그리스도,2.36,5.58,4.39,sadness,anger,anger,anger,sadness,anger,envy,anger,Negative
예상하다,6.0,5.7,5.36,trust,anticipation,anticipation,anticipation,envy,joy,joy,joy,Neutral
예기,5.26,5.39,5.53,trust,anticipation,anticipation,anticipation,envy,disgust,ennui,disgust,Neutral
장난,3.95,5.1,5.24,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
해독제,6.55,3.24,6.08,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
반중력,5.74,5.1,3.77,joy,anticipation,surprise,anticipation,joy,ennui,joy,disgust,Neutral
구식,5.0,4.95,4.69,anger,anticipation,anticipation,anticipation,anxiety,disgust,joy,disgust,Neutral
고대 미술,6.5,4.0,5.79,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
고물,6.63,3.68,5.17,anticipation,trust,joy,trust,ennui,ennui,joy,joy,Positive
방부제,4.57,3.15,4.77,anger,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
반사회적인,3.21,5.32,5.33,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
개미,4.36,5.23,3.85,sadness,disgust,anticipation,anticipation,sadness,disgust,disgust,disgust,Neutral
항문,2.9,4.39,4.96,sadness,disgust,disgust,disgust,disgust,disgust,disgust,anxiety,Negative
모루,5.05,4.4,5.38,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
불안,2.38,4.78,3.39,sadness,fear,fear,disgust,disgust,anxiety,anxiety,anxiety,Negative
불안해하는,3.8,6.2,4.15,surprise,fear,fear,fear,embarrassment,fear,anxiety,envy,Negative
언제든지,5.81,4.6,5.32,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
대동맥,4.35,3.64,4.37,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
대동맥,4.25,3.5,4.58,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
아파치,5.2,3.7,4.95,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
아파트,5.72,3.8,5.33,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
아파트,5.0,3.28,5.18,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
냉담,3.68,3.8,5.15,disgust,disgust,sadness,disgust,anger,ennui,sadness,ennui,Negative
원숭이,5.21,4.25,5.38,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
