Word,Valence,Arousal,Dominance,P_2D_Polar,P_Euclidean,P_Cosine,P_2D_Euclidean,IO2_2D_Polar,IO2_Euclidean,IO2_Cosine,IO2_2D_Euclidean,Valence_Category
airspace,5.5,4.4,4.91,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
airspeed,4.95,4.33,5.24,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
airstrip,4.76,3.83,5.1,anger,anticipation,joy,anticipation,anger,ennui,ennui,ennui,Neutral
airtight,5.1,3.3,4.76,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
airway,4.95,4.0,3.95,anger,disgust,surprise,anticipation,anxiety,ennui,joy,ennui,Neutral
aisle,5.17,2.5,4.87,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
ajar,5.0,3.26,5.28,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
aka,4.63,3.39,4.4,anger,disgust,joy,disgust,anger,ennui,joy,ennui,Neutral
alabaster,5.5,3.95,5.35,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
alarm,3.86,6.85,6.58,surprise,anger,disgust,fear,embarrassment,envy,disgust,envy,Negative
alarm clock,3.47,5.36,4.82,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
alarming,3.52,6.5,4.05,surprise,fear,fear,fear,embarrassment,fear,embarrassment,envy,Negative
albatross,5.68,3.09,4.91,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
albino,4.9,3.09,4.05,anger,sadness,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
album,6.19,5.63,5.86,trust,anticipation,anticipation,anticipation,envy,joy,joy,joy,Positive
alcohol,4.11,5.17,4.0,sadness,disgust,anticipation,disgust,sadness,disgust,disgust,disgust,Neutral
alcoholic,2.49,5.48,3.27,sadness,fear,fear,anger,sadness,embarrassment,fear,embarrassment,Negative
alcoholism,2.0,5.0,3.0,sadness,fear,fear,anger,disgust,anxiety,fear,anxiety,Negative
alcove,5.5,3.32,5.33,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
alderman,4.44,3.05,5.04,anger,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
ale,5.95,4.1,5.17,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
alert,5.38,5.14,6.58,joy,anticipation,anticipation,anticipation,envy,disgust,ennui,disgust,Neutral
alfalfa,4.79,3.67,5.73,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
algebra,5.4,4.6,4.54,anticipation,anticipation,surprise,anticipation,ennui,ennui,joy,ennui,Neutral
algorithm,5.3,3.7,4.04,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
alias,5.0,4.71,5.94,anger,anticipation,anticipation,anticipation,anxiety,disgust,ennui,ennui,Neutral
alibi,4.16,4.5,5.17,disgust,disgust,anticipation,disgust,disgust,disgust,sadness,disgust,Neutral
alien,4.45,4.86,3.56,sadness,disgust,surprise,anticipation,disgust,disgust,disgust,disgust,Neutral
alienate,2.79,4.27,3.71,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
alienation,2.53,5.14,3.33,sadness,fear,fear,anger,sadness,anxiety,anxiety,embarrassment,Negative
alight,5.67,3.86,5.88,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
align,5.95,3.32,5.95,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
alignment,6.0,3.92,6.32,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Neutral
alimony,3.86,3.09,4.32,disgust,sadness,trust,sadness,anger,ennui,ennui,ennui,Negative
alive,6.57,5.93,6.77,trust,joy,anticipation,surprise,envy,joy,ennui,joy,Positive
allegation,3.26,5.9,3.96,surprise,fear,fear,fear,sadness,fear,anxiety,fear,Negative
alleged,3.62,5.09,4.27,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
allegiance,5.8,5.17,7.05,joy,anticipation,anticipation,anticipation,joy,joy,ennui,joy,Neutral
allegro,5.0,3.89,5.36,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
allergic,3.0,5.4,3.81,sadness,fear,fear,disgust,sadness,fear,anxiety,embarrassment,Negative
allergy,2.9,3.9,3.5,disgust,sadness,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
alleviate,6.25,3.45,5.84,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
alley,4.17,4.08,4.63,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
alleyway,3.46,3.7,5.2,disgust,disgust,sadness,disgust,anger,ennui,sadness,ennui,Negative
alliance,6.14,4.4,5.78,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
allied,5.95,3.38,5.4,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
alligator,4.23,5.36,4.1,surprise,disgust,anticipation,disgust,sadness,disgust,disgust,disgust,Neutral
allow,6.39,2.95,6.11,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
allowance,6.74,4.05,5.7,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
alloy,5.2,3.32,5.9,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
allure,6.9,4.25,5.77,joy,trust,joy,trust,ennui,joy,joy,joy,Positive
alluring,6.74,4.35,5.86,joy,trust,joy,trust,ennui,joy,joy,joy,Positive
ally,6.05,4.8,6.84,joy,trust,trust,anticipation,joy,joy,ennui,joy,Positive
almanac,5.55,3.24,5.88,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
almighty,6.15,4.59,5.81,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
almond,6.05,2.89,6.46,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Positive
aloha,7.1,3.82,6.33,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
alone,3.85,4.0,4.5,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Negative
aloof,4.59,3.09,4.63,anger,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
alpha,5.5,3.67,6.32,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
alphabet,5.95,3.15,5.79,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Neutral
alphabetical,6.32,3.0,6.14,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
alpine,5.84,3.52,5.74,anticipation,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
altar,5.59,4.05,5.68,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
altar boy,4.76,3.11,4.62,anger,disgust,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
alter,4.57,4.17,5.57,disgust,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
alteration,5.05,4.05,6.15,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
altercation,3.61,5.62,4.4,surprise,disgust,disgust,disgust,sadness,disgust,anxiety,disgust,Negative
alternate,5.15,3.48,5.2,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
alternating,5.37,4.27,5.53,anticipation,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
alternative,5.33,3.61,6.33,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
altimeter,4.5,3.61,5.0,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
altitude,5.27,4.15,5.46,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
aluminum,5.1,4.05,6.0,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
alumnus,4.95,3.23,6.1,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
alzheimers,2.26,4.5,2.0,sadness,fear,fear,disgust,disgust,embarrassment,embarrassment,anxiety,Negative
amaretto,6.0,4.04,5.19,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
amateur,4.58,3.55,5.25,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
amaze,7.24,5.0,5.83,joy,trust,joy,trust,joy,joy,joy,joy,Positive
amazed,7.55,5.95,6.11,joy,surprise,joy,surprise,envy,joy,joy,joy,Positive
amazement,7.29,6.3,6.43,trust,surprise,anticipation,surprise,envy,joy,joy,joy,Positive
amazing,7.72,6.05,6.83,joy,joy,joy,surprise,envy,joy,joy,joy,Positive
ambassador,5.5,3.91,6.2,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
amber,6.15,3.36,6.21,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Positive
ambience,6.35,3.85,5.57,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
ambient,6.33,3.2,4.86,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Positive
ambiguous,5.16,4.0,5.12,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
ambition,7.28,4.86,6.36,joy,trust,joy,trust,joy,joy,joy,joy,Positive
ambitious,6.33,5.76,5.88,trust,anticipation,anticipation,anticipation,envy,joy,joy,joy,Positive
ambrosia,5.95,4.05,5.67,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
ambulance,3.71,5.33,3.29,sadness,fear,fear,disgust,sadness,embarrassment,embarrassment,disgust,Negative
ambush,3.17,5.58,3.96,sadness,fear,fear,disgust,sadness,fear,anxiety,embarrassment,Negative
amend,5.85,3.06,4.96,anticipation,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
amendment,5.6,3.5,4.77,anger,anticipation,joy,trust,anxiety,ennui,joy,ennui,Neutral
amends,6.68,3.95,5.96,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
amiable,6.7,2.85,6.14,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
amino,4.45,3.83,5.73,disgust,anticipation,sadness,disgust,anger,ennui,ennui,ennui,Neutral
ammo,4.18,5.53,5.52,surprise,anticipation,disgust,disgust,sadness,disgust,disgust,disgust,Neutral
ammonia,3.74,3.0,3.83,disgust,sadness,joy,sadness,anger,ennui,ennui,ennui,Negative
ammonium,4.06,4.37,4.84,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
ammunition,4.59,5.7,5.95,surprise,anticipation,disgust,anticipation,embarrassment,disgust,disgust,disgust,Neutral
amnesia,3.43,5.04,3.08,sadness,fear,fear,disgust,sadness,embarrassment,embarrassment,disgust,Negative
amnesty,5.38,3.86,6.0,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
amorous,5.95,4.21,6.0,anticipation,anticipation,trust,trust,ennui,ennui,ennui,ennui,Neutral
amount,5.42,3.53,5.39,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
amour,6.43,5.43,5.91,joy,anticipation,anticipation,anticipation,joy,joy,joy,joy,Positive
amp,5.79,5.05,5.13,joy,anticipation,anticipation,anticipation,joy,ennui,joy,ennui,Neutral
amphibian,5.4,3.35,5.42,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
amphibious,5.75,5.7,4.85,trust,anticipation,surprise,anticipation,envy,disgust,joy,joy,Neutral
ample,5.89,3.28,6.04,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
amputate,2.1,5.43,3.0,sadness,fear,fear,anger,sadness,embarrassment,fear,embarrassment,Negative
amputation,1.84,4.86,2.85,sadness,fear,fear,anger,disgust,anxiety,fear,anxiety,Negative
amuck,4.0,4.41,3.74,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
amulet,5.75,3.95,5.79,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
amuse,7.1,5.17,6.8,joy,trust,joy,trust,joy,joy,joy,joy,Positive
amused,7.05,4.27,5.93,joy,trust,joy,trust,joy,joy,joy,joy,Positive
amusement,7.0,4.82,6.59,joy,trust,joy,trust,joy,joy,joy,joy,Positive
amusing,7.6,5.18,6.79,joy,joy,joy,joy,joy,joy,joy,joy,Positive
anaconda,4.43,6.0,4.08,surprise,disgust,fear,anticipation,embarrassment,disgust,embarrassment,envy,Neutral
anagram,4.37,3.86,4.83,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
anal,4.0,4.29,4.45,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
analogy,5.24,3.95,5.33,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
analysis,5.25,3.74,5.95,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
analyst,5.0,3.24,4.76,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
analytical,6.0,4.13,6.43,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Neutral
analyze,5.65,4.1,5.96,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
analyzer,4.62,3.48,5.88,anger,anticipation,trust,disgust,anger,ennui,ennui,ennui,Neutral
anaphylactic,4.0,5.57,4.17,surprise,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Neutral
anarchist,2.76,4.16,4.57,sadness,disgust,disgust,disgust,disgust,disgust,disgust,anxiety,Negative
anarchy,3.68,4.86,3.1,sadness,fear,surprise,disgust,disgust,embarrassment,embarrassment,disgust,Negative
anatomy,6.29,4.43,5.95,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
ancestor,6.37,3.73,4.81,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
ancestral,6.6,3.6,5.05,anticipation,trust,joy,trust,ennui,ennui,joy,ennui,Positive
ancestry,6.29,3.71,4.16,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
anchor,5.16,3.32,5.29,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
anchorage,5.09,3.82,5.8,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
ancient,7.24,3.48,4.86,anticipation,trust,joy,trust,ennui,ennui,joy,joy,Positive
android,5.62,3.5,5.75,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
anecdote,5.62,4.65,6.0,anticipation,anticipation,anticipation,anticipation,ennui,ennui,ennui,ennui,Neutral
anemia,3.05,4.09,3.55,disgust,sadness,disgust,disgust,disgust,anxiety,disgust,disgust,Negative
anemic,3.45,3.45,3.14,disgust,sadness,anticipation,sadness,anger,sadness,joy,ennui,Negative
anesthesia,4.84,3.64,2.95,anger,sadness,surprise,anticipation,anxiety,ennui,joy,ennui,Neutral
anesthesiologist,4.95,3.56,3.68,anger,disgust,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
anesthetic,5.48,3.23,4.72,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
aneurysm,2.5,5.38,2.7,sadness,fear,fear,anger,sadness,embarrassment,fear,embarrassment,Negative
angel,7.71,4.24,5.9,joy,trust,joy,trust,joy,joy,joy,joy,Positive
angelic,6.68,4.27,6.32,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
anger,2.5,5.93,5.14,sadness,anger,anger,anger,sadness,anger,anger,anger,Negative
angina,2.85,4.72,4.0,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
angiogram,4.19,3.61,4.28,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
angle,4.55,3.22,5.27,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
angora,5.63,2.95,5.0,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
angry,2.53,6.2,4.11,surprise,fear,fear,anger,sadness,fear,anxiety,anger,Negative
angst,3.5,5.76,3.62,surprise,fear,fear,fear,sadness,fear,embarrassment,fear,Negative
anguish,3.14,5.41,4.27,sadness,disgust,disgust,disgust,sadness,disgust,anxiety,embarrassment,Negative
anguished,2.78,4.79,2.88,sadness,fear,fear,disgust,disgust,anxiety,embarrassment,anxiety,Negative
animal,7.06,4.3,5.72,joy,trust,joy,trust,joy,joy,joy,joy,Positive
animated,6.65,5.77,6.71,trust,joy,anticipation,surprise,envy,joy,ennui,joy,Positive
animation,6.42,5.52,5.16,joy,anticipation,surprise,anticipation,envy,joy,joy,joy,Positive
animosity,3.4,5.83,5.04,surprise,disgust,disgust,fear,sadness,envy,disgust,fear,Negative
ankle,5.4,3.11,5.58,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
anklet,4.75,3.57,5.08,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
annals,4.8,2.6,4.95,anger,sadness,trust,sadness,anxiety,ennui,ennui,ennui,Neutral
annex,4.41,4.0,5.26,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
annihilate,3.15,6.44,4.62,surprise,anger,anger,fear,sadness,envy,anxiety,envy,Negative
annihilation,2.58,5.52,3.2,sadness,fear,fear,anger,sadness,embarrassment,fear,embarrassment,Negative
anniversary,6.95,4.0,6.86,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
announce,5.52,3.65,5.48,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
announcement,5.81,4.3,5.05,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
announcer,5.84,4.5,4.07,anticipation,anticipation,surprise,anticipation,ennui,ennui,joy,ennui,Neutral
annoy,2.49,5.04,4.64,sadness,disgust,anger,disgust,sadness,disgust,anger,anxiety,Negative
annoyance,2.95,4.1,3.45,disgust,sadness,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
annoyed,2.8,5.29,4.08,sadness,disgust,anger,disgust,sadness,anxiety,anxiety,embarrassment,Negative
annoying,3.0,5.55,3.28,sadness,fear,fear,fear,sadness,embarrassment,embarrassment,embarrassment,Negative
annual,5.19,3.7,4.9,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
annul,3.83,4.23,4.9,disgust,disgust,anticipation,disgust,disgust,disgust,sadness,disgust,Negative
annulment,4.05,4.14,4.15,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
anointed,4.79,3.32,5.18,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
anomaly,4.84,4.25,4.26,anger,anticipation,anticipation,anticipation,anger,ennui,joy,ennui,Neutral
anonymity,4.81,3.29,5.88,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
anonymous,5.75,4.13,5.48,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
anorexic,2.71,4.24,3.43,sadness,sadness,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
answer,6.1,4.0,5.95,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
ant,3.9,3.27,5.3,disgust,disgust,sadness,sadness,anger,ennui,ennui,ennui,Negative
antagonistic,4.32,4.11,4.41,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
antagonize,3.15,4.95,4.0,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
antelope,5.68,4.46,5.57,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
antenna,5.43,3.15,5.67,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
anterior,4.89,3.36,4.64,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
anthem,5.95,4.48,6.29,anticipation,anticipation,trust,anticipation,ennui,joy,ennui,ennui,Neutral
anthill,4.32,4.63,4.76,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
anthrax,2.32,4.72,2.71,sadness,fear,fear,disgust,disgust,anxiety,fear,anxiety,Negative
anthropological,5.53,3.82,5.14,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
anthropologist,5.7,3.27,5.19,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
anthropology,5.3,2.91,6.0,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
anti,4.47,4.23,5.05,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
antiaircraft,4.85,4.6,4.73,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
antibiotic,5.88,4.05,5.72,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
antibiotics,5.05,4.05,5.11,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
antichrist,2.36,5.58,4.39,sadness,anger,anger,anger,sadness,anger,envy,anger,Negative
anticipate,6.0,5.7,5.36,trust,anticipation,anticipation,anticipation,envy,joy,joy,joy,Neutral
anticipation,5.26,5.39,5.53,trust,anticipation,anticipation,anticipation,envy,disgust,ennui,disgust,Neutral
antics,3.95,5.1,5.24,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
antidote,6.55,3.24,6.08,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
antigravity,5.74,5.1,3.77,joy,anticipation,surprise,anticipation,joy,ennui,joy,disgust,Neutral
antiquated,5.0,4.95,4.69,anger,anticipation,anticipation,anticipation,anxiety,disgust,joy,disgust,Neutral
antique,6.5,4.0,5.79,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
antiques,6.63,3.68,5.17,anticipation,trust,joy,trust,ennui,ennui,joy,joy,Positive
antiseptic,4.57,3.15,4.77,anger,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
antisocial,3.21,5.32,5.33,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
antsy,4.36,5.23,3.85,sadness,disgust,anticipation,anticipation,sadness,disgust,disgust,disgust,Neutral
anus,2.9,4.39,4.96,sadness,disgust,disgust,disgust,disgust,disgust,disgust,anxiety,Negative
anvil,5.05,4.4,5.38,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
anxiety,2.38,4.78,3.39,sadness,fear,fear,disgust,disgust,anxiety,anxiety,anxiety,Negative
anxious,3.8,6.2,4.15,surprise,fear,fear,fear,embarrassment,fear,anxiety,envy,Negative
anytime,5.81,4.6,5.32,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
aorta,4.35,3.64,4.37,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
aortic,4.25,3.5,4.58,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
apache,5.2,3.7,4.95,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
apartment,5.72,3.8,5.33,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
apartments,5.0,3.28,5.18,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
apathy,3.68,3.8,5.15,disgust,disgust,sadness,disgust,anger,ennui,sadness,ennui,Negative
ape,5.21,4.25,5.38,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
apex,5.52,3.48,5.17,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
aphrodisiac,6.43,5.96,5.04,trust,surprise,surprise,surprise,envy,joy,joy,joy,Positive
apocalypse,3.24,5.04,2.65,sadness,fear,fear,disgust,sadness,embarrassment,embarrassment,disgust,Negative
apologetic,6.65,4.0,5.0,anticipation,anticipation,joy,trust,ennui,ennui,joy,joy,Positive
apologize,4.94,3.52,4.22,anger,disgust,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
apology,6.24,4.0,5.1,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
